,tokens,tags,ner_tags_str,len
483,"['As' 'such' ',' 'FirstGroup' 'appears' 'to' 'have' 'become' 'a'
 'stronger' 'business' 'since' 'it' 'posted' 'a' 'loss' 'in' '2012' ','
 'with' 'a' 'doubling' 'of' 'dividends' 'forecast' 'for' 'next' 'year'
 'being' 'further' 'evidence' 'of' 'this' '.']",[0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],"['O' 'O' 'O' 'B-ORG' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O']",34
484,"['Another' 'blue' '-' 'chip' 'bargain' 'is' 'Electrocomponents' '(' 'LSE'
 ':' 'ECM' ')' '.']",[0 0 0 0 0 0 5 0 5 0 5 0 0],['O' 'O' 'O' 'O' 'O' 'O' 'B-ORG' 'O' 'B-ORG' 'O' 'B-ORG' 'O' 'O'],13
485,"['The' 'engineering' 'products' 'distributor' 'today' 'released' 'a'
 'slightly' 'disappointing' 'update' 'which' 'shows' 'that' 'the'
 'performance' 'of' 'its' 'business' 'has' 'been' 'mixed' 'in' 'recent'
 'weeks' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],"['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'O' 'O' 'O' 'O' 'O']",25
486,"['While' 'Continental' 'Europe' 'has' 'posted' 'revenue' 'growth' 'in'
 'the' 'double' '-' 'digits' ',' 'its' 'operations' 'in' 'North' 'America'
 'have' 'been' 'somewhat' 'subdued' '.']",[0 3 4 0 0 0 0 0 0 0 0 0 0 0 0 0 3 4 0 0 0 0 0],"['O' 'B-LOC' 'I-LOC' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'B-LOC' 'I-LOC' 'O' 'O' 'O' 'O' 'O']",23
487,"['As' 'such' ',' 'its' 'revenue' 'growth' 'for' 'the' 'first' 'half' 'of'
 'the' 'year' 'is' 'just' '4' '%' ',' 'with' 'it' 'falling' 'from' '5' '%'
 'in' 'the' 'first' 'quarter' 'of' 'the' 'year' 'to' '3' '%' 'in' 'the'
 'second' 'quarter' '.']","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0]","['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'O']",39
488,"['However' ',' 'with' 'a' 'review' 'of' 'the' 'business' 'due' 'to' 'be'
 'completed' 'in' 'November' ',' 'now' 'could' 'be' 'a' 'good' 'time' 'to'
 'buy' 'a' 'slice' 'of' 'the' 'business' 'ahead' 'of' 'a' 'potentially'
 'refreshed' 'strategy' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],"['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O']",35
489,"['And' ',' 'with' 'Electrocomponents' 'trading' 'on' 'a' 'PEG' 'ratio'
 'of' 'just' '1.2' 'and' 'yielding' '6.7' '%' ',' 'its' 'shares' 'appear'
 'to' 'be' 'a' 'strong' 'buy' 'for' 'long' 'term' 'investors' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],"['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O']",30
490,"['Of' 'course' ',' 'finding' 'great' 'value' 'stocks' 'is' 'never' 'an'
 'easy' 'task' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0],['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'],13
491,"['That' ""'s"" 'why' 'The' 'Motley' 'Fool' 'has' 'written' 'a' 'free' 'and'
 'without' 'obligation' 'guide' 'called' '7' 'Simple' 'Steps' 'For'
 'Seeking' 'Serious' 'Wealth' '.']",[0 0 0 0 5 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],"['O' 'O' 'O' 'O' 'B-ORG' 'I-ORG' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'O' 'O' 'O' 'O' 'O']",23
492,"['It' ""'s"" 'a' 'step' '-' 'by' '-' 'step' 'guide' 'that' 'could' 'make'
 'a' 'real' 'difference' 'to' 'your' 'portfolio' 'returns' 'in' '2015'
 'by' 'helping' 'you' 'to' 'find' 'the' 'best' 'stocks' 'at' 'the'
 'lowest' 'prices' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],"['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O']",34
493,"['Click' 'here' 'to' 'get' 'your' 'copy' '-' 'it' ""'s"" 'completely' 'free'
 'and' 'comes' 'without' 'any' 'obligation' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'],17
494,['Peter' 'Stephens' 'owns' 'shares' 'of' 'Unilever' '.'],[1 2 0 0 0 5 0],['B-PER' 'I-PER' 'O' 'O' 'O' 'B-ORG' 'O'],7
495,"['The' 'Motley' 'Fool' 'UK' 'owns' 'shares' 'of' 'and' 'has' 'recommended'
 'Unilever' '.']",[0 5 6 6 0 0 0 0 0 0 5 0],['O' 'B-ORG' 'I-ORG' 'I-ORG' 'O' 'O' 'O' 'O' 'O' 'O' 'B-ORG' 'O'],12
496,"['We' 'Fools' 'do' ""n't"" 'all' 'hold' 'the' 'same' 'opinions' ',' 'but'
 'we' 'all' 'believe' 'that' 'considering' 'a' 'diverse' 'range' 'of'
 'insights' 'makes' 'us' 'better' 'investors' '.']",[0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],"['O' 'B-ORG' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O']",26
497,"['Oct' '26' 'Media' 'mogul' 'Barry' 'Diller' ""'s"" 'IAC' '/'
 'InterActiveCorp' 'reported' 'a' '7.2' 'percent' 'rise' 'in' 'quarterly'
 'revenue' ',' 'helped' 'by' 'strong' 'performance' 'in' 'its' 'Match'
 'Group' 'unit' '.']",[0 0 0 0 1 2 0 5 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 6 0 0],"['O' 'O' 'O' 'O' 'B-PER' 'I-PER' 'O' 'B-ORG' 'O' 'B-ORG' 'O' 'O' 'O' 'O'
 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'B-ORG' 'I-ORG' 'O' 'O']",29
498,"['However' ',' 'net' 'income' 'attributable' 'to' 'shareholders' 'fell'
 'to' '$' '65.6' 'million' ',' 'or' '74' 'cents' 'per' 'share' ',' 'in'
 'the' 'third' 'quarter' 'ended' 'Sept.' '30' 'from' '$' '326.8' 'million'
 ',' 'or' '$' '3.68' 'per' 'share' ',' 'a' 'year' 'earlier' '.']","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0]","['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'O' 'O' 'O']",41
499,"['Revenue' 'rose' 'to' '$' '838.6' 'million' 'from' '$' '782.2' 'million'
 'a' 'year' 'earlier' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0],['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'],14
500,"['(' 'Reporting' 'By' 'Sudarshan' 'Varadhan' 'in' 'Bengaluru' ';'
 'Editing' 'by' 'Anil' ""D'Silva"" ')']",[0 0 0 1 2 0 3 0 0 0 1 2 0],['O' 'O' 'O' 'B-PER' 'I-PER' 'O' 'B-LOC' 'O' 'O' 'O' 'B-PER' 'I-PER' 'O'],13
501,"['LifePoint' 'Health' 'Inc' 'Earnings' 'Call' '(' 'Q2' '2015' ')'
 'Scheduled' 'to' 'start' 'Fri' ',' 'Jul' '31' ',' '2015' ',' '10:00' 'am'
 'Eastern' 'Check' 'back' 'at' 'the' 'scheduled' 'start' 'time' 'forthe'
 'audio' 'link' 'to' 'appear' 'in' 'this' 'spot' '.']","[5 6 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0]","['B-ORG' 'I-ORG' 'I-ORG' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'O' 'O' 'O']",38
502,"['After' 'the' 'event' 'has' 'finished' ',' 'the' 'audio' 'will' 'be'
 'availablefrom' 'this' 'page' 'until' 'Sun' ',' 'Jul' '31' ',' '2016'
 'About' 'LifePoint' 'Health' 'Inc' '(' 'NasdaqGS' ':' 'LPNT' ')'
 'LifePoint' 'Health' ',' 'Inc' '.' ',' 'through' 'its' 'subsidiaries' ','
 'operates' 'general' 'acute' 'care' 'hospitals' 'primarily' 'in'
 'non-urban' 'communities' 'in' 'the' 'United' 'States' '.']","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 6 6 0 5 0 5 0 5 6 6 6 6 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 3 4 0]","['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'O' 'B-ORG' 'I-ORG' 'I-ORG' 'O' 'B-ORG' 'O' 'B-ORG' 'O' 'B-ORG'
 'I-ORG' 'I-ORG' 'I-ORG' 'I-ORG' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'O' 'O' 'O' 'O' 'B-LOC' 'I-LOC' 'O']",53
503,"['Its' 'hospitals' 'offer' 'a' 'range' 'of' 'medical' 'and' 'surgical'
 'services' ',' 'such' 'as' 'general' 'surgery' ',' 'internal' 'medicine'
 ',' 'obstetrics' ',' 'emergency' 'room' 'care' ',' 'radiology' ','
 'oncology' ',' 'diagnostic' 'care' ',' 'coronary' 'care' ','
 'rehabilitation' ',' 'and' 'pediatric' 'services' ',' 'as' 'well' 'as'
 'specialized' 'services' 'comprising' 'open' '-' 'heart' 'surgery' ','
 'skilled' 'nursing' ',' 'psychiatric' 'care' ',' 'and' 'neuro' '-'
 'surgery' '.']","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]","['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O']",63
504,"['The' 'company\x92s' 'hospitals' 'also' 'provide' 'various' 'outpatient'
 'services' ',' 'including' 'same' '-' 'day' 'surgery' ',' 'laboratory'
 ',' 'X' '-ray' ',' 'respiratory' 'therapy' ',' 'imaging' ',' 'sports'
 'medicine' ',' 'and' 'lithotripsy' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],"['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O']",31
505,"['In' 'addition' ',' 'it' 'owns' 'and' 'operates' 'schools' 'of' 'nursing'
 'and' 'other' 'allied' 'health' 'professions' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'],16
506,"['As' 'of' 'February' '12' ',' '2015' ',' 'LifePoint' 'Health' ',' 'Inc'
 '.' 'operated' '65' 'hospitals' 'campuses' 'in' '21' 'states' '.']",[0 0 0 0 0 0 0 5 6 6 6 0 0 0 0 0 0 0 0 0],"['O' 'O' 'O' 'O' 'O' 'O' 'O' 'B-ORG' 'I-ORG' 'I-ORG' 'I-ORG' 'O' 'O' 'O'
 'O' 'O' 'O' 'O' 'O' 'O']",20
507,"['The' 'company' 'was' 'formerly' 'known' 'as' 'LifePoint' 'Hospitals' ','
 'Inc' '.' 'and' 'changed' 'its' 'name' 'to' 'LifePoint' 'Health' ','
 'Inc' '.' 'in' 'May' '2015' '.']",[0 0 0 0 0 0 5 6 6 6 6 0 0 0 0 0 5 6 6 6 0 0 0 0 0],"['O' 'O' 'O' 'O' 'O' 'O' 'B-ORG' 'I-ORG' 'I-ORG' 'I-ORG' 'I-ORG' 'O' 'O'
 'O' 'O' 'O' 'B-ORG' 'I-ORG' 'I-ORG' 'I-ORG' 'O' 'O' 'O' 'O' 'O']",25
508,"['LifePoint' 'Health' ',' 'Inc' '.' 'was' 'founded' 'in' '1997' 'and' 'is'
 'based' 'in' 'Brentwood' ',' 'Tennessee' '.']",[5 6 6 6 6 0 0 0 0 0 0 0 0 3 0 3 0],"['B-ORG' 'I-ORG' 'I-ORG' 'I-ORG' 'I-ORG' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'B-LOC' 'O' 'B-LOC' 'O']",17
509,['More' 'Info' ':'],[0 0 0],['O' 'O' 'O'],3
510,"['The' 'US' 'Justice' 'Department' 'has' 'said' 'it' 'is' 'investigating'
 'some' 'airlines' 'over' '""' 'possible' 'unlawful' 'co-ordination' '""'
 '.']",[0 5 6 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0],"['O' 'B-ORG' 'I-ORG' 'I-ORG' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'O']",18
511,"['The' 'civil' 'antitrust' 'inquiry' 'follows' 'a' 'period' 'in' 'which'
 'domestic' 'flight' 'ticket' 'prices' 'have' 'kept' 'rising' 'despite'
 'the' 'plunge' 'in' 'fuel' 'prices' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],"['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'O' 'O' 'O']",23
512,"['Major' 'US' 'carriers' 'received' 'a' 'letter' 'from' 'the'
 'authorities' 'on' 'Tuesday' 'demanding' 'copies' 'of' 'their'
 'communications' '.']",[0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],['O' 'B-LOC' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'],17
513,"['The' 'request' 'focused' 'on' 'correspondence' 'relating' 'to' 'the'
 'airlines' ""'"" 'plans' 'for' 'passenger' '-' 'carrying' 'capacity' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'],17
514,"['A' 'Justice' 'Department' 'statement' 'said' 'simply' ':' '""' 'We' 'are'
 'investigating' 'possible' 'unlawful' 'co-ordination' 'by' 'some'
 'airlines' '.' '""']",[0 5 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],"['O' 'B-ORG' 'I-ORG' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'O']",19
515,"['There' 'was' 'no' 'mention' 'of' 'which' 'airlines' 'were' 'covered'
 'in' 'the' 'inquiry' ',' 'but' 'the' 'news' 'sent' 'shares' 'of' 'major'
 'US' 'carriers' 'sliding' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0],"['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'B-LOC' 'O' 'O' 'O']",24
516,"['Two' 'weeks' 'ago' ',' 'Democratic' 'Senator' 'Richard' 'Blumenthal'
 'urged' 'federal' 'authorities' 'to' 'investigate' 'the' 'aviation'
 'industry' '.']",[0 0 0 0 0 0 1 2 0 0 0 0 0 0 0 0 0],"['O' 'O' 'O' 'O' 'O' 'O' 'B-PER' 'I-PER' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O']",17
517,"['He' 'wrote' 'in' 'a' 'letter' ':' '""' 'Consumers' 'are' 'paying' 'sky'
 '-' 'high' 'fares' 'and' 'are' 'trapped' 'in' 'an' 'uncompetitive'
 'market' 'with' 'a' 'history' 'of' 'collusive' 'behavior' '.' '""']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],"['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O']",29
518,"['According' 'to' 'Department' 'of' 'Justice' 'data' ',' 'available'
 'seat' 'miles' 'on' 'US' 'carriers' 'remain' 'significantly' 'below'
 'the' 'peak' 'in' 'late' '2007' ',' 'a' 'year' 'before' 'a' 'series' 'of'
 'mergers' 'began' '.']",[0 0 5 6 6 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],"['O' 'O' 'B-ORG' 'I-ORG' 'I-ORG' 'O' 'O' 'O' 'O' 'O' 'O' 'B-LOC' 'O' 'O'
 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O']",31
519,"['That' 'consolidation' 'left' 'American' 'Airlines' '(' 'Xetra' ':'
 'A1G.DE' '-' 'news' ')' ',' 'Delta' 'Air' 'Lines' '(' 'NYSE' ':' 'DAL'
 '-' 'news' ')' ',' 'Southwest' 'Airlines' '(' 'NYSE' ':' 'LUV' '-' 'news'
 ')' 'and' 'United' 'in' 'control' 'of' 'more' 'than' '80' '%' 'of'
 'seats' 'in' 'the' 'domestic' 'travel' 'market' '.']","[0 0 0 5 6 0 5 0 5 0 0 0 0 5 6 6 0 5 0 5 0 0 0 0 5 6 0 5 0 5 0 0 0 0 5 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0]","['O' 'O' 'O' 'B-ORG' 'I-ORG' 'O' 'B-ORG' 'O' 'B-ORG' 'O' 'O' 'O' 'O'
 'B-ORG' 'I-ORG' 'I-ORG' 'O' 'B-ORG' 'O' 'B-ORG' 'O' 'O' 'O' 'O' 'B-ORG'
 'I-ORG' 'O' 'B-ORG' 'O' 'B-ORG' 'O' 'O' 'O' 'O' 'B-ORG' 'O' 'O' 'O' 'O'
 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O']",50
520,"['Ford' '’s' 'North' 'American' 'Operations' 'Post' 'Record' 'Profits'
 'in' '2Q15' 'By' 'Mark' ""O'Hara"" '36' 'minutes' 'ago' '\ue071' '('
 'Continued' 'from' 'Prior' 'Part' ')']",[5 0 0 0 0 0 0 0 0 0 0 1 2 0 0 0 0 0 0 0 0 0 0],"['B-ORG' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'B-PER' 'I-PER' 'O' 'O'
 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O']",23
521,['Ford' '’s' 'North' 'American' 'operations'],[5 0 0 0 0],['B-ORG' 'O' 'O' 'O' 'O'],5
522,"['Previously' 'in' 'this' 'series' ',' 'we' '’ve' 'looked' 'at' 'Ford'
 '’s' 'consolidated' '2Q15' 'earnings' '.']",[0 0 0 0 0 0 0 0 0 5 0 0 0 0 0],['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'B-ORG' 'O' 'O' 'O' 'O' 'O'],15
523,"['In' 'this' 'part' ',' 'we' '’ll' 'explore' 'the' '2Q15' 'financial'
 'performance' 'of' 'Ford' '’s' 'North' 'America' 'operations' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 5 0 3 4 0 0],"['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'B-ORG' 'O' 'B-LOC'
 'I-LOC' 'O' 'O']",18
524,"['While' 'Ford' 'gained' 'market' 'share' 'in' 'the' 'global' 'markets'
 ',' 'its' 'market' 'share' 'in' 'North' 'America' 'came' 'down' 'in'
 '2Q15' '.']",[0 5 0 0 0 0 0 0 0 0 0 0 0 0 3 4 0 0 0 0 0],"['O' 'B-ORG' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'B-LOC'
 'I-LOC' 'O' 'O' 'O' 'O' 'O']",21
525,"['Lower' 'market' 'share' 'in' 'North' 'America' 'was' 'largely' 'due'
 'to' 'fewer' 'sales' 'of' 'the' 'F' '-' '150' '.']",[0 0 0 0 3 4 0 0 0 0 0 0 0 0 0 0 0 0],"['O' 'O' 'O' 'O' 'B-LOC' 'I-LOC' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O']",18
526,"['Record' 'earnings' 'Ford' '’s' 'North' 'American' 'operations' 'posted'
 'pre-tax' 'profits' 'of' '~' '$' '2.6' 'billion' 'in' '2Q15' ',' 'as'
 'you' 'can' 'see' 'in' 'the' 'chart' 'above' '.']",[0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],"['O' 'O' 'B-ORG' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O']",27
527,"['This' 'is' 'the' 'highest' '-' 'ever' 'profit' 'that' 'Ford' 'has'
 'posted' 'in' 'North' 'America' '.']",[0 0 0 0 0 0 0 0 5 0 0 0 3 4 0],['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'B-ORG' 'O' 'O' 'O' 'B-LOC' 'I-LOC' 'O'],15
528,"['The' 'North' 'American' 'automobile' 'industry' 'has' 'shown' 'strength'
 'for' 'the' 'last' 'several' 'quarters' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0],['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'],14
529,"['Tesla' '(' 'TSLA' ')' 'gets' 'most' 'of' 'its' 'revenues' 'from' 'North'
 'America' '.']",[5 0 5 0 0 0 0 0 0 0 3 4 0],['B-ORG' 'O' 'B-ORG' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'B-LOC' 'I-LOC' 'O'],13
530,"['Ford' '’s' 'North' 'American' 'operations' 'have' 'been' 'profitable'
 'since' '2010' '.']",[5 0 0 0 0 0 0 0 0 0 0],['B-ORG' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'],11
531,"['Strong' 'performance' 'in' 'North' 'America' 'has' 'helped' 'Ford'
 'weather' 'challenges' 'in' 'other' 'markets' ',' 'including' 'South'
 'America' 'and' 'Europe' '.']",[0 0 0 3 4 0 0 5 0 0 0 0 0 0 0 3 4 0 3 0],"['O' 'O' 'O' 'B-LOC' 'I-LOC' 'O' 'O' 'B-ORG' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'B-LOC' 'I-LOC' 'O' 'B-LOC' 'O']",20
532,"['We' '’ll' 'discuss' 'Ford' '’s' 'performance' 'in' 'Europe' 'in' 'the'
 'next' 'parts' 'of' 'this' 'series' '.']",[0 0 0 5 0 0 0 3 0 0 0 0 0 0 0 0],['O' 'O' 'O' 'B-ORG' 'O' 'O' 'O' 'B-LOC' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'],16
533,"['General' 'Motors' '’' '(' 'GM' ')' 'North' 'American' 'operations'
 'also' 'posted' 'a' 'record' 'adjusted' 'EBIT' '(' 'earnings' 'before'
 'interest' 'and' 'taxes' ')' 'of' '$' '2.8' 'billion' 'in' '2Q15' 'at'
 'a' 'margin' 'of' '10.5' '%' '.']",[5 6 6 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],"['B-ORG' 'I-ORG' 'I-ORG' 'O' 'B-ORG' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'O']",35
534,"['A' 'higher' 'market' 'share' 'of' 'trucks' 'and' 'crossovers' 'boosted'
 'GM' '’s' '2Q15' 'profit' 'margins' '.']",[0 0 0 0 0 0 0 0 0 5 0 0 0 0 0],['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'B-ORG' 'O' 'O' 'O' 'O' 'O'],15
535,['More' 'to' 'come' 'for' 'Ford' '?'],[0 0 0 0 5 0],['O' 'O' 'O' 'O' 'B-ORG' 'O'],6
536,"['Ford' 'expects' 'its' 'performance' 'in' 'North' 'America' 'to'
 'further' 'improve' 'in' 'the' 'second' 'half' 'of' '2015' '.']",[5 0 0 0 0 3 4 0 0 0 0 0 0 0 0 0 0],"['B-ORG' 'O' 'O' 'O' 'O' 'B-LOC' 'I-LOC' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O']",17
